	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
SNP164	1	36294569	0.2	0.235294	0.257426	0.303483	0.381238	0.37962	0.423788	0.411718	0.390861	0.40718	0.424912	0.428426	0.433563	0.426883	0.441372
SNP165	1	36610931	0.6	0.568627	0.50495	0.522388	0.526946	0.478521	0.484758	0.467706	0.480052	0.490875	0.52017	0.530365	0.493603	0.463171	0.463921
SNP166	1	36785185	0.68	0.666667	0.653465	0.616915	0.620758	0.598402	0.564218	0.560688	0.575042	0.527224	0.52171	0.497115	0.481763	0.490599	0.469723
SNP167	1	37077423	0.44	0.568627	0.49505	0.532338	0.532934	0.511489	0.485757	0.487103	0.480052	0.485276	0.48787	0.498085	0.488423	0.487963	0.490717
SNP168	1	37180309	0.24	0.352941	0.316832	0.348259	0.387226	0.384615	0.409295	0.433713	0.437156	0.472226	0.48983	0.472875	0.484638	0.488649	0.482015
SNP169	1	37657166	0.56	0.529412	0.475248	0.447761	0.461078	0.435564	0.429785	0.404719	0.415458	0.389431	0.402332	0.416306	0.451123	0.476973	0.479284
SNP170	1	37842149	0.28	0.313725	0.376238	0.378109	0.387226	0.382617	0.378311	0.389522	0.432757	0.443828	0.466831	0.470005	0.482233	0.464635	0.475065
SNP171	1	37865687	0.4	0.45098	0.435644	0.412935	0.461078	0.463536	0.490255	0.479504	0.487651	0.478976	0.468911	0.477295	0.484833	0.465203	0.475645
SNP172	1	38266968	0.52	0.627451	0.534653	0.497512	0.510978	0.505495	0.50075	0.489102	0.485051	0.518174	0.48145	0.470665	0.472498	0.479607	0.479859
SNP173	1	39064955	0.4	0.392157	0.435644	0.457711	0.45509	0.422577	0.390805	0.418916	0.438956	0.435878	0.456391	0.460845	0.447338	0.440055	0.45016
SNP174	1	39213527	0.64	0.54902	0.554455	0.557214	0.51497	0.496503	0.491754	0.473305	0.466153	0.470926	0.461111	0.449036	0.445908	0.447855	0.443455
SNP175	1	39523460	0.44	0.392157	0.465347	0.537313	0.502994	0.515485	0.454773	0.439712	0.438256	0.446128	0.465191	0.472965	0.454258	0.441905	0.444437
SNP176	1	39640990	0.36	0.352941	0.287129	0.298507	0.361277	0.415584	0.432284	0.430114	0.422658	0.430628	0.428831	0.428856	0.440048	0.437437	0.448895
SNP177	1	39831894	0.32	0.333333	0.326733	0.343284	0.383234	0.401598	0.426787	0.414717	0.40446	0.40998	0.420132	0.423766	0.413968	0.439353	0.45422
SNP178	1	40285096	0.56	0.568627	0.584158	0.60199	0.61477	0.58042	0.543728	0.545291	0.513749	0.487326	0.460391	0.473395	0.468878	0.473335	0.454354
SNP179	1	40392027	0.6	0.509804	0.544554	0.572139	0.548902	0.551449	0.548226	0.523495	0.507549	0.489976	0.48669	0.487795	0.459673	0.456255	0.454862
SNP180	1	40466665	0.4	0.431373	0.386139	0.472637	0.489022	0.476523	0.471264	0.491702	0.459154	0.450577	0.435531	0.459015	0.459618	0.447855	0.453025
SNP181	1	40630391	0.24	0.254902	0.257426	0.278607	0.327345	0.328671	0.344328	0.375725	0.432357	0.40873	0.408172	0.405506	0.412748	0.435789	0.445175
SNP182	1	40747813	0.4	0.392157	0.356436	0.353234	0.349301	0.358641	0.365817	0.395321	0.405259	0.414479	0.439671	0.449256	0.430788	0.424371	0.439889
SNP183	1	40947273	0.52	0.568627	0.49505	0.467662	0.467066	0.445554	0.411794	0.414517	0.438556	0.421179	0.414312	0.418476	0.416653	0.437021	0.444582
SNP184	1	41074390	0.56	0.54902	0.534653	0.527363	0.487026	0.440559	0.43928	0.470106	0.443956	0.419179	0.453311	0.458265	0.447803	0.450645	0.444895
SNP185	1	41249164	0.56	0.627451	0.663366	0.661692	0.680639	0.7003	0.706647	0.633673	0.592241	0.548573	0.52001	0.501995	0.479778	0.469117	0.443569
SNP186	1	41616376	0.68	0.607843	0.613861	0.487562	0.457086	0.460539	0.433283	0.39892	0.367963	0.365332	0.373493	0.381386	0.388698	0.441535	0.468232
SNP187	1	42080129	0.56	0.568627	0.574257	0.522388	0.451098	0.482517	0.442779	0.478304	0.488651	0.481126	0.453551	0.478585	0.492113	0.499909	0.458825
SNP188	1	42322871	0.6	0.647059	0.623762	0.557214	0.499002	0.464535	0.453273	0.439712	0.462654	0.465327	0.455551	0.457485	0.445658	0.447267	0.457066
SNP189	1	42650061	0.24	0.27451	0.316832	0.303483	0.361277	0.395604	0.403298	0.429914	0.413359	0.40768	0.428471	0.433676	0.411948	0.412061	0.42301
SNP190	1	42776923	0.4	0.313725	0.336634	0.338308	0.341317	0.331668	0.387306	0.39892	0.39536	0.384881	0.390572	0.393126	0.401008	0.407111	0.4196
SNP191	1	42930484	0.4	0.313725	0.336634	0.338308	0.339321	0.368631	0.403798	0.431314	0.418058	0.426479	0.406652	0.409756	0.410838	0.404041	0.4223
SNP192	1	43353884	0.56	0.568627	0.653465	0.646766	0.654691	0.639361	0.571214	0.506499	0.461654	0.429429	0.420652	0.446116	0.455773	0.454387	0.445554
SNP193	1	43486909	0.52	0.568627	0.524752	0.497512	0.439122	0.47952	0.487256	0.472705	0.479552	0.476576	0.47865	0.482985	0.476728	0.451501	0.452852
SNP194	1	43532026	0.48	0.509804	0.465347	0.477612	0.493014	0.51049	0.514243	0.532494	0.526447	0.497525	0.470771	0.459005	0.452988	0.459167	0.460155
SNP195	1	43637920	0.64	0.666667	0.633663	0.621891	0.61477	0.626374	0.51924	0.441112	0.431657	0.431278	0.422892	0.420616	0.433178	0.469025	0.471805
SNP196	1	43745865	0.52	0.509804	0.50495	0.497512	0.510978	0.548452	0.544228	0.514097	0.529847	0.537223	0.49753	0.491745	0.477988	0.464461	0.46956
SNP197	1	44128145	0.64	0.490196	0.514851	0.562189	0.477046	0.478521	0.476762	0.463107	0.449855	0.460977	0.463411	0.478565	0.485208	0.474445	0.477302
SNP198	1	44146449	0.48	0.490196	0.534653	0.472637	0.47505	0.45954	0.475262	0.465707	0.468753	0.474976	0.471071	0.461415	0.471013	0.473735	0.477176
SNP199	1	44357964	0.56	0.470588	0.455446	0.542289	0.479042	0.434565	0.433783	0.445511	0.421058	0.464327	0.47887	0.481845	0.482603	0.468795	0.474185
SNP200	1	44462251	0.44	0.607843	0.60396	0.507463	0.576846	0.604396	0.615192	0.588682	0.584942	0.556822	0.566029	0.540645	0.508292	0.466187	0.470063
SNP201	1	44644894	0.56	0.509804	0.544554	0.522388	0.423154	0.400599	0.404798	0.392721	0.394061	0.40673	0.409452	0.435986	0.449438	0.472725	0.466359
SNP202	1	44745007	0.6	0.568627	0.524752	0.462687	0.45509	0.412587	0.401799	0.410718	0.449055	0.452877	0.47701	0.484595	0.467483	0.450615	0.470905
SNP203	1	44805034	0.12	0.137255	0.316832	0.40796	0.453094	0.460539	0.448776	0.443111	0.430057	0.439578	0.452831	0.460695	0.462093	0.453153	0.47673
SNP204	1	45065805	0.48	0.392157	0.435644	0.432836	0.43513	0.455544	0.451774	0.483903	0.50165	0.502125	0.50309	0.503935	0.491588	0.478319	0.460908
SNP205	1	45194841	0.48	0.411765	0.425743	0.442786	0.469062	0.442557	0.469265	0.462507	0.490051	0.496475	0.48409	0.482635	0.499913	0.475359	0.456408
SNP206	1	45223904	0.36	0.431373	0.465347	0.472637	0.508982	0.504496	0.511744	0.513497	0.50285	0.496475	0.49205	0.497365	0.495653	0.476101	0.453781
SNP207	1	45638815	0.56	0.470588	0.39604	0.41791	0.40519	0.377622	0.346827	0.35153	0.368263	0.39273	0.388192	0.391836	0.408698	0.426139	0.443629
SNP208	1	45785717	0.44	0.411765	0.455446	0.457711	0.44511	0.465534	0.455272	0.44871	0.463154	0.470076	0.48163	0.458445	0.439483	0.431095	0.434706
SNP209	1	46208963	0.56	0.568627	0.49505	0.537313	0.516966	0.464535	0.446777	0.427514	0.412259	0.432728	0.437751	0.430846	0.423728	0.426309	0.434636
SNP210	1	46296225	0.36	0.372549	0.376238	0.383085	0.447106	0.458541	0.428786	0.420716	0.405259	0.39948	0.398872	0.406286	0.413093	0.420797	0.436867
SNP211	1	46437972	0.52	0.568627	0.574257	0.487562	0.49501	0.447552	0.427786	0.430514	0.411759	0.414729	0.402392	0.414136	0.417223	0.427657	0.447384
SNP212	1	46516621	0.36	0.294118	0.316832	0.338308	0.335329	0.378621	0.397801	0.389922	0.40326	0.422029	0.443271	0.428546	0.421368	0.432985	0.452284
SNP213	1	46891745	0.48	0.490196	0.564356	0.522388	0.51497	0.518482	0.504248	0.510898	0.513649	0.516424	0.534249	0.519765	0.506682	0.489941	0.454759
SNP214	1	46998149	0.68	0.607843	0.554455	0.572139	0.582834	0.562438	0.626687	0.577884	0.525447	0.527974	0.540569	0.518635	0.512857	0.474309	0.455381
SNP215	1	47055041	0.72	0.666667	0.663366	0.606965	0.500998	0.493506	0.475262	0.462707	0.463854	0.455727	0.472991	0.489215	0.478188	0.471547	0.453391
SNP216	1	47423902	0.52	0.392157	0.415842	0.41791	0.447106	0.45954	0.417291	0.407718	0.421058	0.440028	0.428651	0.423586	0.410718	0.420245	0.443858
SNP217	1	47524098	0.52	0.490196	0.435644	0.432836	0.383234	0.36963	0.31984	0.347131	0.375762	0.372781	0.383852	0.394306	0.405998	0.423495	0.437446
SNP218	1	47782129	0.56	0.45098	0.455446	0.482587	0.506986	0.476523	0.427286	0.477504	0.461354	0.442578	0.432691	0.422686	0.439528	0.451701	0.448833
SNP219	1	48146311	0.52	0.509804	0.475248	0.497512	0.459082	0.48951	0.517241	0.514497	0.514249	0.455677	0.461371	0.481885	0.475068	0.482967	0.463935
SNP220	1	48491039	0.64	0.588235	0.554455	0.537313	0.467066	0.46953	0.463768	0.468906	0.465053	0.459577	0.456071	0.469515	0.454163	0.454611	0.442445
SNP221	1	48810749	0.44	0.333333	0.326733	0.363184	0.365269	0.362637	0.36082	0.343731	0.344966	0.334183	0.358033	0.369996	0.378918	0.403917	0.42704
SNP222	1	48822324	0.56	0.54902	0.475248	0.537313	0.391218	0.348651	0.315842	0.322535	0.324768	0.336983	0.357433	0.368386	0.374983	0.403099	0.426153
SNP223	1	49279061	0.36	0.352941	0.346535	0.38806	0.433134	0.428571	0.407796	0.407718	0.415958	0.40673	0.409292	0.406926	0.414968	0.418573	0.402857
SNP224	1	49638364	0.32	0.372549	0.346535	0.373134	0.419162	0.427572	0.382809	0.339932	0.359364	0.372781	0.382792	0.378886	0.382913	0.385053	0.392028
SNP225	1	50188602	0.48	0.411765	0.39604	0.378109	0.357285	0.347652	0.357321	0.371526	0.362564	0.365482	0.356573	0.361536	0.361538	0.370093	0.377937
SNP226	1	50467702	0.36	0.372549	0.326733	0.323383	0.335329	0.403596	0.363818	0.369726	0.377462	0.381531	0.379372	0.374376	0.379713	0.386791	0.394839
SNP227	1	50841629	0.32	0.27451	0.326733	0.38806	0.371257	0.374625	0.35932	0.389122	0.415758	0.437328	0.421652	0.446726	0.441853	0.415899	0.397246
SNP228	1	51260672	0.2	0.235294	0.29703	0.383085	0.433134	0.438561	0.414793	0.407119	0.388361	0.373931	0.369293	0.374346	0.376728	0.384021	0.399524
SNP229	1	51778369	0.48	0.509804	0.544554	0.58209	0.580838	0.55045	0.562719	0.534893	0.522548	0.519874	0.51515	0.472185	0.442143	0.413391	0.40381
SNP230	1	52045366	0.32	0.372549	0.465347	0.452736	0.387226	0.393606	0.398801	0.394521	0.422858	0.432078	0.440791	0.428846	0.410518	0.399241	0.414345
SNP231	1	52545400	0.44	0.352941	0.306931	0.318408	0.357285	0.401598	0.381309	0.413317	0.417758	0.410479	0.424232	0.426806	0.431713	0.421305	0.413296
SNP232	1	52870743	0.36	0.411765	0.445545	0.447761	0.463074	0.441558	0.464268	0.445511	0.430757	0.433578	0.422172	0.432856	0.417823	0.417147	0.426252
SNP233	1	53056404	0.28	0.333333	0.316832	0.343284	0.39521	0.472527	0.46027	0.439912	0.439656	0.442178	0.451331	0.445536	0.432983	0.427613	0.426154
SNP234	1	53236777	0.44	0.470588	0.49505	0.457711	0.423154	0.434565	0.407296	0.410718	0.425157	0.410279	0.414492	0.417546	0.432333	0.431263	0.43609
SNP235	1	53308422	0.8	0.705882	0.762376	0.781095	0.726547	0.631369	0.549225	0.466107	0.466653	0.465827	0.433551	0.424086	0.429333	0.439043	0.445607
SNP236	1	53414823	0.32	0.27451	0.237624	0.258706	0.341317	0.344655	0.361319	0.385723	0.39666	0.40428	0.406352	0.420226	0.419198	0.444593	0.448973
SNP237	1	53586221	0.64	0.54902	0.594059	0.626866	0.630739	0.611389	0.569215	0.54869	0.548945	0.544423	0.51771	0.509505	0.478048	0.465365	0.467089
SNP238	1	53750973	0.64	0.647059	0.584158	0.562189	0.487026	0.512488	0.50075	0.4987	0.521948	0.534973	0.533669	0.513625	0.488143	0.492367	0.471786
SNP239	1	54010647	0.72	0.686275	0.643564	0.60199	0.548902	0.551449	0.51974	0.542092	0.533047	0.538173	0.526329	0.534295	0.508752	0.492653	0.475301
SNP240	1	54111818	0.4	0.27451	0.237624	0.298507	0.325349	0.375624	0.424788	0.435713	0.452955	0.488126	0.48689	0.499955	0.494058	0.474953	0.468681
SNP241	1	54316476	0.48	0.45098	0.445545	0.442786	0.42515	0.433566	0.428286	0.438312	0.433957	0.434778	0.431871	0.427476	0.422708	0.445351	0.47369
SNP242	1	54476529	0.52	0.529412	0.50495	0.482587	0.51497	0.545455	0.545227	0.534893	0.529147	0.525474	0.464291	0.442616	0.428993	0.450517	0.476213
SNP243	1	54866618	0.48	0.490196	0.475248	0.507463	0.477046	0.445554	0.422289	0.452509	0.49895	0.515574	0.50315	0.489795	0.499278	0.501127	0.481145
SNP244	1	54880945	0.6	0.568627	0.524752	0.537313	0.566866	0.554446	0.552224	0.527694	0.508049	0.523624	0.49683	0.491445	0.499298	0.499679	0.481175
SNP245	1	54988896	0.44	0.372549	0.405941	0.487562	0.399202	0.421578	0.417291	0.404919	0.440356	0.453827	0.48187	0.499045	0.499568	0.493919	0.484849
SNP246	1	55090627	0.56	0.607843	0.584158	0.59204	0.586826	0.572428	0.541229	0.521696	0.517148	0.490375	0.49481	0.494935	0.490168	0.490941	0.48674
SNP247	1	55281490	0.56	0.529412	0.534653	0.517413	0.500998	0.526474	0.521739	0.508098	0.50325	0.487876	0.48333	0.489865	0.473953	0.485893	0.466676
SNP248	1	55282671	0.64	0.607843	0.594059	0.567164	0.53493	0.518482	0.486757	0.489702	0.481552	0.486676	0.48203	0.490185	0.473758	0.485789	0.46665
SNP249	1	55648425	0.6	0.529412	0.475248	0.452736	0.443114	0.431568	0.404298	0.390522	0.387361	0.369682	0.367513	0.378846	0.389798	0.432507	0.437185
SNP250	1	55913726	0.28	0.235294	0.29703	0.313433	0.323353	0.353646	0.378311	0.394721	0.410359	0.39578	0.407392	0.414766	0.419443	0.417499	0.417868
SNP251	1	56491198	0.44	0.392157	0.475248	0.527363	0.463074	0.445554	0.426287	0.424715	0.423958	0.39998	0.401072	0.394156	0.393033	0.393079	0.403464
SNP252	1	56632964	0.48	0.431373	0.376238	0.40796	0.383234	0.443556	0.409295	0.393921	0.374963	0.371581	0.384172	0.389826	0.390848	0.396781	0.40287
SNP253	1	56852472	0.6	0.509804	0.455446	0.378109	0.357285	0.353646	0.366817	0.382124	0.409859	0.424579	0.415592	0.418986	0.422498	0.410967	0.399955
SNP254	1	57009803	0.32	0.352941	0.29703	0.373134	0.37525	0.381618	0.375812	0.402519	0.40066	0.422129	0.422472	0.424676	0.418608	0.404321	0.405377
SNP255	1	57301533	0.44	0.392157	0.425743	0.467662	0.491018	0.46953	0.471264	0.463507	0.456254	0.451477	0.432791	0.417606	0.408953	0.402641	0.410204
SNP256	1	57577691	0.24	0.27451	0.306931	0.323383	0.367265	0.398601	0.411794	0.392322	0.418358	0.416179	0.409212	0.406846	0.413113	0.413793	0.404611
SNP257	1	57905199	0.56	0.607843	0.623762	0.527363	0.46507	0.427572	0.42079	0.40012	0.40136	0.382131	0.392872	0.396836	0.398653	0.404799	0.406609
SNP258	1	58202082	0.56	0.431373	0.405941	0.412935	0.381238	0.388611	0.406297	0.40172	0.414759	0.417629	0.406612	0.393906	0.394563	0.402743	0.406974
SNP259	1	58626983	0.36	0.431373	0.366337	0.383085	0.383234	0.372627	0.395802	0.412917	0.415858	0.425429	0.411372	0.408866	0.417793	0.415623	0.410411
SNP260	1	58858174	0.32	0.431373	0.455446	0.472637	0.459082	0.45954	0.425787	0.412717	0.439156	0.427079	0.424532	0.428316	0.422433	0.414015	0.414655
SNP261	1	58929699	0.48	0.588235	0.534653	0.527363	0.47505	0.467532	0.463768	0.471306	0.450355	0.450677	0.422132	0.411756	0.406978	0.410951	0.416186
SNP262	1	59348021	0.52	0.509804	0.49505	0.492537	0.451098	0.467532	0.488756	0.445511	0.431857	0.440678	0.438771	0.431956	0.434108	0.420439	0.415705
SNP263	1	59731603	0.36	0.313725	0.376238	0.393035	0.403194	0.391608	0.404798	0.422515	0.408759	0.387031	0.388392	0.399356	0.403183	0.408235	0.414811
SNP264	1	60264708	0.48	0.431373	0.425743	0.368159	0.337325	0.318681	0.344828	0.340132	0.340166	0.354132	0.376392	0.371736	0.381623	0.394931	0.391616
SNP265	1	60306875	0.32	0.313725	0.29703	0.313433	0.355289	0.351648	0.355322	0.35053	0.342466	0.329584	0.339053	0.359056	0.377638	0.392383	0.390148
SNP266	1	60607571	0.44	0.470588	0.425743	0.427861	0.389222	0.391608	0.390305	0.355529	0.349965	0.367682	0.381872	0.374586	0.372133	0.381945	0.38218
SNP267	1	61095873	0.12	0.215686	0.287129	0.298507	0.287425	0.325674	0.34033	0.34873	0.371963	0.366882	0.378112	0.387466	0.384563	0.384637	0.389423
SNP268	1	61446842	0.4	0.352941	0.356436	0.343284	0.387226	0.404595	0.434783	0.440112	0.433857	0.431328	0.431411	0.427466	0.424548	0.403053	0.395333
SNP269	1	61592686	0.64	0.666667	0.544554	0.532338	0.500998	0.454545	0.42029	0.414917	0.39796	0.385681	0.381012	0.387516	0.395983	0.400951	0.400278
SNP270	1	61908401	0.32	0.333333	0.267327	0.343284	0.349301	0.350649	0.412794	0.385323	0.40486	0.420279	0.405112	0.409016	0.403153	0.398215	0.401886
SNP271	1	62012795	0.36	0.431373	0.445545	0.467662	0.449102	0.434565	0.423288	0.380324	0.385061	0.40428	0.404712	0.404906	0.410193	0.406505	0.399046
SNP272	1	62255465	0.6	0.470588	0.455446	0.457711	0.419162	0.390609	0.433283	0.395521	0.40406	0.40173	0.395032	0.403966	0.402913	0.402263	0.412436
SNP273	1	62385937	0.52	0.490196	0.475248	0.462687	0.393214	0.350649	0.384808	0.396121	0.385361	0.378331	0.395152	0.393826	0.393208	0.405553	0.419938
SNP274	1	62401615	0.28	0.352941	0.326733	0.268657	0.347305	0.362637	0.385807	0.411518	0.40306	0.39643	0.387352	0.395036	0.393088	0.407643	0.42037
SNP275	1	62542882	0.52	0.470588	0.425743	0.39801	0.393214	0.412587	0.401799	0.415317	0.407159	0.415379	0.415372	0.410666	0.417903	0.423691	0.414431
SNP276	1	62779728	0.64	0.588235	0.49505	0.482587	0.457086	0.481518	0.444278	0.44851	0.478052	0.480826	0.470111	0.472325	0.460363	0.426547	0.407377
SNP277	1	63088087	0.08	0.196078	0.19802	0.293532	0.397206	0.440559	0.371814	0.381324	0.351865	0.344933	0.343613	0.352996	0.370038	0.379253	0.40693
SNP278	1	63281313	0.48	0.54902	0.485149	0.447761	0.413174	0.400599	0.374813	0.368926	0.346665	0.352132	0.354873	0.361886	0.380168	0.388981	0.393779
SNP279	1	63492738	0.44	0.431373	0.435644	0.427861	0.387226	0.405594	0.421789	0.441312	0.432157	0.423379	0.417412	0.418916	0.411068	0.391279	0.389399
SNP280	1	63682692	0.24	0.313725	0.336634	0.328358	0.331337	0.420579	0.410795	0.381324	0.380462	0.382731	0.388752	0.384386	0.391593	0.399755	0.397138
SNP281	1	63871542	0.48	0.352941	0.267327	0.258706	0.273453	0.327672	0.331834	0.319536	0.353365	0.358382	0.376052	0.380546	0.398933	0.392515	0.403876
SNP282	1	64036340	0.28	0.27451	0.277228	0.273632	0.309381	0.324675	0.365817	0.34773	0.361764	0.361882	0.377272	0.383056	0.391378	0.404693	0.402577
SNP283	1	64307493	0.36	0.372549	0.356436	0.378109	0.357285	0.34965	0.372314	0.414317	0.40196	0.40378	0.399792	0.407896	0.414928	0.417839	0.404313
SNP284	1	64905067	0.52	0.509804	0.425743	0.507463	0.508982	0.432567	0.44078	0.420716	0.413559	0.417129	0.415612	0.410436	0.410848	0.404933	0.405715
SNP285	1	65068455	0.36	0.352941	0.336634	0.328358	0.325349	0.363636	0.355822	0.395121	0.40426	0.40293	0.396852	0.397186	0.398943	0.400945	0.408382
SNP286	1	65463696	0.28	0.27451	0.247525	0.283582	0.363273	0.373626	0.370815	0.39932	0.432857	0.420979	0.417432	0.424236	0.419398	0.416541	0.408048
SNP287	1	65803893	0.2	0.294118	0.346535	0.393035	0.393214	0.380619	0.37931	0.40092	0.411559	0.40818	0.397192	0.396206	0.400883	0.404907	0.402332
SNP288	1	66454075	0.16	0.235294	0.356436	0.333333	0.293413	0.297702	0.338331	0.341932	0.356964	0.350682	0.359413	0.366336	0.365198	0.368913	0.377716
SNP289	1	66753744	0.32	0.333333	0.356436	0.378109	0.449102	0.434565	0.42029	0.407319	0.388661	0.39333	0.395372	0.395266	0.389348	0.383991	0.378487
SNP290	1	66969326	0.16	0.254902	0.336634	0.283582	0.317365	0.343656	0.329835	0.35133	0.354165	0.378981	0.377832	0.384156	0.386998	0.385857	0.377936
SNP291	1	67049479	0.48	0.45098	0.455446	0.40796	0.393214	0.363636	0.347826	0.35173	0.346265	0.368782	0.375992	0.382066	0.381283	0.380885	0.379623
SNP292	1	67134403	0.36	0.372549	0.455446	0.402985	0.40519	0.426573	0.387806	0.380724	0.372763	0.381981	0.384952	0.379776	0.375473	0.375799	0.3814
SNP293	1	67279725	0.28	0.27451	0.237624	0.233831	0.257485	0.323676	0.351324	0.356529	0.348665	0.347683	0.351653	0.359816	0.365693	0.372349	0.383158
SNP294	1	67411672	0.32	0.254902	0.257426	0.248756	0.359281	0.367632	0.352824	0.363327	0.357864	0.368082	0.372513	0.371116	0.370843	0.375381	0.385245
SNP295	1	67669088	0.52	0.470588	0.49505	0.477612	0.429142	0.386613	0.409795	0.385323	0.405659	0.412079	0.407292	0.400876	0.397293	0.396165	0.397136
SNP296	1	67957385	0.24	0.294118	0.29703	0.363184	0.397206	0.458541	0.475262	0.463907	0.456654	0.451927	0.439051	0.434506	0.431858	0.419637	0.409347
SNP297	1	68362729	0.56	0.470588	0.49505	0.497512	0.489022	0.488511	0.469265	0.406319	0.390961	0.39173	0.396632	0.400286	0.400728	0.405391	0.412443
SNP298	1	68483341	0.6	0.490196	0.445545	0.452736	0.429142	0.382617	0.385307	0.381724	0.40426	0.40363	0.384252	0.391616	0.396003	0.402745	0.405862
SNP299	1	68780959	0.4	0.45098	0.39604	0.353234	0.379242	0.385614	0.415292	0.424515	0.418658	0.421929	0.423492	0.410826	0.404668	0.394573	0.389721
SNP300	1	69217124	0.32	0.294118	0.326733	0.348259	0.317365	0.348651	0.349825	0.374125	0.354965	0.379931	0.374013	0.378316	0.372558	0.374383	0.377265
SNP301	1	70382615	0.4	0.352941	0.366337	0.323383	0.307385	0.350649	0.310345	0.332733	0.366263	0.388681	0.372993	0.365896	0.358128	0.355977	0.361908
SNP302	1	70564747	0.28	0.333333	0.356436	0.422886	0.391218	0.385614	0.364818	0.354729	0.361564	0.348933	0.347753	0.354726	0.351003	0.362713	0.366527
SNP303	1	70897560	0.4	0.27451	0.287129	0.273632	0.331337	0.32967	0.374313	0.376325	0.388161	0.388581	0.393732	0.398136	0.398223	0.382707	0.374692
SNP304	1	71283263	0.52	0.509804	0.465347	0.472637	0.39521	0.406593	0.394803	0.376925	0.378262	0.379581	0.380912	0.379996	0.382053	0.378821	0.380133
SNP305	1	71881177	0.44	0.333333	0.29703	0.343284	0.343313	0.341658	0.35932	0.359528	0.360964	0.347183	0.361893	0.361186	0.363573	0.363537	0.364212
SNP306	1	72250284	0.4	0.392157	0.366337	0.358209	0.345309	0.351648	0.362319	0.371726	0.359464	0.351082	0.357793	0.359896	0.357703	0.353579	0.351546
SNP307	1	72974686	0.2	0.27451	0.217822	0.248756	0.269461	0.288711	0.307846	0.340932	0.337266	0.345583	0.348633	0.355646	0.351328	0.350529	0.347677
