	Chr	Position	Bg02es	Bj	Gm06990	Gm12801	Gm12812	Gm12813	Gm12878	Helas3	Hepg2	Huvec	Imr90	K562	Mcf7	Nhek	Sknsh
SNP161	1	35618624	73.414574	62.627644	67.855598	62.615738	60.195183	65.37458	69.967537	67.024162	73.895416	69.33242	62.761585	69.429359	71.056229	62.630318	65.022385
SNP162	1	35738274	75.59613	63.347908	67.979988	66.654556	60.681751	66.997215	72.560135	66.958817	75.079491	67.197304	65.024078	71.569862	69.712669	61.489483	64.370644
SNP163	1	36029549	73.986938	70.486565	72.361145	68.783325	63.547901	69.832581	76.067619	73.367264	76.57843	76.947281	72.291565	74.275696	71.764572	66.270363	66.143173
SNP164	1	36294569	76.475365	71.920715	72.053032	68.951088	68.407265	69.352486	76.608147	72.946678	78.500275	75.327538	74.446014	74.674873	72.272575	67.525497	66.601173
SNP165	1	36610931	74.09668	73.159264	78.317924	72.05088	69.457336	71.872391	80.485153	77.299294	81.911644	82.756149	84.527489	76.2136	77.108101	69.381859	69.860725
SNP166	1	36785185	77.528053	75.693306	78.322525	72.466995	68.256714	73.225166	77.596527	77.761261	82.264526	81.425972	84.495949	79.196693	78.551018	72.343361	69.516777
SNP167	1	37077423	52.196655	63.81797	66.105652	62.21114	59.620457	65.260368	70.142509	59.113579	72.213211	64.506905	68.600777	67.2463	69.659401	58.590847	68.381607
SNP168	1	37180309	43.435677	52.391651	58.464725	57.414047	55.778591	60.894989	63.523296	47.559391	64.870201	51.11969	58.594959	60.425663	64.275696	46.803078	66.945618
SNP169	1	37657166	39.4972	39.442429	49.462723	49.705116	51.230152	52.679234	55.90229	43.491188	59.039837	36.636787	39.545891	56.021816	57.877777	43.479706	61.519501
SNP170	1	37842149	54.171558	54.494282	60.150646	60.516567	58.104519	60.660473	65.793221	63.722195	72.736351	57.742001	56.041988	67.370895	67.603783	61.845303	64.398346
SNP171	1	37865687	56.974243	56.518368	61.449085	61.63591	59.201447	61.693626	67.214111	66.406235	73.886093	60.681564	58.227512	68.204445	69.257294	64.079132	64.619812
SNP172	1	38266968	66.45845	66.028961	73.824364	68.866875	65.662239	68.874985	75.466713	70.314751	78.529968	70.86116	70.056946	75.078148	73.060493	66.47393	65.466118
SNP173	1	39064955	53.191269	39.629978	58.650627	52.715302	53.588451	59.973499	62.50164	41.724194	63.18354	38.342754	41.592144	59.501923	54.384369	49.283253	55.392609
SNP174	1	39213527	58.656101	52.832146	60.556248	56.894569	57.661873	61.811054	64.683258	54.697426	74.42659	50.63155	55.105904	64.607079	63.972725	59.654724	60.430183
SNP175	1	39523460	78.288467	73.031639	74.171669	69.187378	66.189331	69.683479	78.427475	76.079903	82.854149	78.844589	78.785713	79.560699	75.88102	70.79232	64.890121
SNP176	1	39640990	71.622948	72.75618	72.743973	67.192482	66.080788	70.814301	76.727402	73.563774	81.759178	75.002563	76.002846	77.586754	73.805214	69.030602	64.952888
SNP177	1	39831894	66.272041	69.808044	73.707085	68.091118	65.638939	69.204475	77.439499	71.836716	76.85939	69.399788	75.068558	70.520897	71.120895	61.047157	65.138542
SNP178	1	40285096	69.15551	70.13623	78.778824	72.25779	66.901512	73.146629	79.379036	72.588181	70.094757	62.98856	74.517723	72.791756	73.734024	72.620842	67.014763
SNP179	1	40392027	70.2686	70.258873	78.754074	73.838737	69.126587	70.799995	77.958054	71.217392	68.633362	65.526291	76.669289	72.217903	74.412109	69.68264	68.119682
SNP180	1	40466665	65.724556	69.970268	78.468971	72.396141	68.26149	70.184822	78.680435	65.533623	69.722656	67.385765	76.191223	71.295441	74.86911	68.191597	67.149307
SNP181	1	40630391	62.483871	72.816154	78.19059	69.415627	65.215424	70.295891	78.234604	68.534538	77.234856	71.486931	74.610596	72.324501	72.429634	68.860245	65.150459
SNP182	1	40747813	64.845978	71.586365	77.544785	68.85183	66.7397	70.770393	78.815613	70.341583	77.207085	75.220726	73.726471	73.596008	73.138298	68.430557	66.171799
SNP183	1	40947273	55.121719	60.942139	72.375244	68.731636	65.940727	67.299904	75.589722	57.314045	74.288544	60.931526	63.523022	70.222694	67.841293	62.023415	63.492279
SNP184	1	41074390	61.587227	60.308319	67.982155	66.170044	63.909489	68.049866	72.155045	62.439953	73.126236	58.898407	61.170635	68.684738	69.338165	63.194118	65.103935
SNP185	1	41249164	65.919617	68.311523	69.558052	65.480293	66.018517	67.837807	73.963821	73.031921	76.818047	68.722801	69.703064	71.258133	75.693024	73.046158	66.819183
SNP186	1	41616376	54.014908	63.893021	59.231796	60.01585	58.399796	63.247501	65.797226	69.799187	69.283981	62.585697	66.293205	64.287239	71.278702	65.569405	63.362312
SNP187	1	42080129	37.373363	67.570366	73.768272	67.958542	67.272194	68.49852	75.780724	64.420998	48.237072	57.424957	73.766258	45.901844	72.868782	70.380157	67.161102
SNP188	1	42322871	29.490789	64.450905	72.177773	68.643494	66.861778	68.12159	72.255493	57.620674	43.871563	56.725029	69.584778	42.79388	69.60675	66.202553	64.116692
SNP189	1	42650061	46.082554	57.655186	58.649975	56.547066	59.268322	60.284184	66.873741	59.309853	60.702568	52.810154	49.384949	47.984238	72.914085	62.214069	64.846298
SNP190	1	42776923	54.915398	54.54277	60.30368	55.836449	55.814751	58.334164	63.442047	54.911743	64.231125	52.408356	46.026978	51.520809	68.874054	57.832527	63.791481
SNP191	1	42930484	57.547749	57.188499	62.319241	55.336025	54.869442	57.621277	63.264095	54.324059	67.514748	55.727798	47.736568	56.784969	66.594925	57.218735	63.611187
SNP192	1	43353884	70.635796	68.65242	64.176605	60.657036	57.838409	62.666637	69.731468	70.671959	78.299477	61.214058	69.133987	73.305298	72.592354	72.317757	66.174324
SNP193	1	43486909	73.883118	68.945419	63.528008	59.618233	57.897419	62.853657	69.014481	67.849495	78.043373	64.368271	71.020241	70.18689	75.143028	69.834976	65.464539
SNP194	1	43532026	73.303703	70.381271	64.011841	60.435795	57.773796	63.762722	69.256256	66.623749	77.390533	66.744736	72.016869	68.90136	74.838486	69.574684	64.385902
SNP195	1	43637920	70.083221	73.143829	65.372215	62.325108	57.969517	66.177856	69.57473	68.759895	76.138535	73.917793	74.72683	67.598831	73.174156	70.669632	64.484932
SNP196	1	43745865	67.387054	74.952278	67.238388	64.498604	60.217045	67.213715	70.091988	73.70079	75.358154	79.726524	78.24073	65.959167	71.821899	70.846619	66.601089
SNP197	1	44128145	75.728638	73.196907	64.684059	66.112175	60.120445	66.719185	73.927628	78.078156	79.559273	80.081268	79.202217	66.916534	76.237213	71.043106	66.569984
SNP198	1	44146449	75.710159	73.01059	64.705986	65.603287	59.607738	66.443115	73.725662	77.531998	79.461784	79.1987	78.674713	67.553772	75.665237	70.635048	65.856178
SNP199	1	44357964	74.492401	73.422798	67.962082	65.807579	61.917953	67.955765	74.269104	77.233261	78.130211	78.400429	79.392746	75.387146	73.417831	68.317604	64.760925
SNP200	1	44462251	74.995499	74.339729	70.025978	68.580566	64.412056	68.963303	77.460136	78.52507	78.11113	79.591278	81.43103	77.903069	73.513855	71.915085	66.12999
SNP201	1	44644894	65.545013	68.630959	63.187943	61.705624	62.214607	64.728996	69.882149	75.266281	75.603439	60.985065	73.042099	71.185005	66.716339	64.949951	63.650299
SNP202	1	44745007	69.087914	63.643383	61.052773	60.582359	62.006599	62.497829	69.275406	73.360176	76.328415	54.59425	66.670097	65.619095	64.211281	62.326008	64.739182
SNP203	1	44805034	73.390587	64.00248	63.452358	62.012798	62.670116	62.967041	70.264275	73.292938	77.434288	54.810173	64.809395	64.618713	64.007851	63.15868	64.605484
SNP204	1	45065805	75.45372	75.173119	77.897781	72.066917	71.419128	72.298195	79.750298	74.772964	82.308784	71.117035	78.128448	76.484955	74.841148	71.66494	67.186211
SNP205	1	45194841	77.105606	77.096535	80.797417	71.419106	72.45945	74.650337	77.324455	79.965256	83.47274	81.336708	82.920143	83.174622	77.952034	72.260208	67.264091
SNP206	1	45223904	77.849953	76.748344	80.770546	71.083611	72.389626	75.102409	77.710205	80.03968	83.386032	82.079628	83.046143	83.440804	77.914726	71.697083	67.474304
SNP207	1	45638815	62.652725	61.970367	70.747925	67.307114	65.432976	68.399513	75.27227	72.31234	79.171097	66.634445	63.606773	70.840797	72.050812	54.337482	64.637405
SNP208	1	45785717	73.748108	66.725113	77.647858	71.009758	71.583366	71.146584	80.030296	74.175537	82.690338	73.655991	64.547844	71.540527	75.065079	62.842869	65.929054
SNP209	1	46208963	72.091652	72.411957	76.393105	70.894386	68.995483	71.508202	77.878563	74.706909	82.324425	77.284019	78.459869	77.209908	74.566872	67.019844	65.972145
SNP210	1	46296225	69.177025	72.498146	75.148491	70.314735	69.073975	72.277908	77.120407	73.196068	80.637451	73.721886	76.967384	75.569443	73.553513	66.286682	65.135185
SNP211	1	46437972	64.594635	68.671463	75.358757	71.470238	72.071396	72.929039	79.304047	70.346939	75.537834	67.72757	72.188652	72.982422	75.57	61.67926	65.635635
SNP212	1	46516621	68.178909	71.125954	77.853958	74.288109	73.009453	73.705894	79.602394	73.954544	75.106209	72.099709	74.810379	73.047501	77.536201	65.691162	66.02224
SNP213	1	46891745	74.913757	68.38324	74.513863	69.58754	69.771378	71.4739	77.059525	75.222336	78.928482	74.852386	72.3965	79.280487	78.363213	71.349876	68.893555
SNP214	1	46998149	72.523529	68.235916	70.585976	66.938431	67.199417	69.262268	75.290749	75.296066	74.78157	67.28949	68.295952	78.431648	75.344185	70.20932	68.272285
SNP215	1	47055041	71.230835	68.261032	67.957848	65.189186	65.269211	68.196808	72.67128	75.182762	73.197517	64.904877	65.749481	77.535973	73.315643	68.683472	66.182487
SNP216	1	47423902	38.492348	41.704811	51.422657	53.572308	54.433025	55.763805	58.495552	48.019878	62.519455	59.986042	42.263618	68.259155	61.172089	50.537964	56.215652
SNP217	1	47524098	49.753609	42.468918	53.973316	54.119976	53.761021	57.063232	58.329082	53.85096	67.847916	71.496208	46.399017	74.723671	59.821251	53.761047	55.542152
SNP218	1	47782129	68.466652	61.760349	64.676735	61.242851	60.114445	61.990532	67.86821	71.857155	77.838387	79.687401	65.15815	82.164818	65.029198	69.397072	58.938259
SNP219	1	48146311	47.511295	37.667168	43.780472	47.892887	46.145309	48.662025	48.153065	64.96804	64.835045	44.708065	42.483074	61.398235	50.598183	56.393021	61.862583
SNP220	1	48491039	49.455009	21.647032	26.495667	34.735245	35.122616	36.977482	29.990303	71.747635	60.542721	23.107056	19.333433	44.045395	38.146008	65.930832	60.431267
SNP221	1	48810749	31.617502	22.563925	22.160643	24.941607	30.759306	36.49279	17.489126	39.278847	49.103065	23.256023	16.965521	30.539276	23.358728	37.851643	60.229374
SNP222	1	48822324	31.49044	22.788221	22.356958	25.01158	30.617945	36.583984	17.28801	38.21352	48.683971	23.486742	17.132271	30.079002	23.147444	37.206181	60.251583
SNP223	1	49279061	22.830418	19.482403	29.058281	30.140526	32.813938	45.804886	20.095322	24.543346	29.758278	14.858623	9.702642	24.614349	22.103981	36.123154	62.280548
SNP224	1	49638364	12.859679	18.71044	19.243176	20.936697	24.398165	30.577089	10.478291	13.058249	18.407444	12.840704	7.866313	17.582211	15.243294	29.736176	58.712833
SNP225	1	50188602	13.876525	21.431074	19.774612	23.762613	25.726376	25.381702	16.059834	10.658554	20.341553	13.734262	10.276423	20.797264	17.363916	20.652399	62.359699
SNP226	1	50467702	20.242043	26.085291	31.30414	35.977688	38.411045	38.286953	27.519085	18.1383	32.576065	22.22299	22.349915	33.320068	20.159071	25.9667	62.828846
SNP227	1	50841629	58.045654	57.19384	52.386486	53.57465	55.023357	58.068821	52.775238	54.054451	61.300922	62.023098	55.195305	57.275463	46.614693	54.898216	66.216446
SNP228	1	51260672	48.056816	52.49332	62.879639	57.53915	60.651104	63.737267	62.160244	57.971931	58.120567	51.352802	45.248192	62.585079	59.856838	45.556629	63.638691
SNP229	1	51778369	65.327766	72.41111	78.475807	71.119064	69.230515	71.796707	79.71949	73.420815	71.062019	78.279083	73.139809	74.278969	75.360947	69.968918	66.162254
SNP230	1	52045366	73.143684	76.036438	78.386856	70.575211	70.517075	71.813194	76.818596	76.975235	75.219841	79.47654	79.937851	77.710121	70.751656	69.7519	65.780334
SNP231	1	52545400	74.317207	77.746445	74.9972	65.850571	62.867184	69.826012	73.382133	73.889381	79.072998	78.362495	84.104836	71.016518	72.771248	68.772163	64.992813
SNP232	1	52870743	67.479919	66.359192	71.314102	60.605545	61.999969	68.099663	68.32103	65.103378	70.969643	64.028854	69.158134	69.724144	64.402901	59.28854	66.117889
SNP233	1	53056404	72.932587	74.025246	76.282814	65.447227	62.847435	70.269356	75.416313	72.581337	77.061424	71.563408	74.266136	74.848175	68.738518	69.49675	64.993935
SNP234	1	53236777	72.01165	72.587112	75.62429	67.745255	62.480106	68.302132	73.956055	72.827713	75.548981	67.830879	75.288422	75.935295	70.527679	69.096146	66.865959
SNP235	1	53308422	72.094193	72.962006	73.878975	67.858261	61.883972	67.395363	74.510773	72.857788	75.612976	64.58075	75.894295	76.619316	70.51062	66.71199	67.641655
SNP236	1	53414823	71.617699	74.288879	70.277794	62.886963	60.610806	65.09687	71.505852	68.60894	75.850548	62.099838	77.861656	72.922234	69.351021	62.551441	66.429512
SNP237	1	53586221	62.71405	75.627724	67.518791	65.75425	61.447861	65.225235	68.528221	69.831078	79.897331	71.331291	83.233528	71.343102	69.711525	66.910683	68.84066
SNP238	1	53750973	68.21209	74.142059	70.388733	66.338257	63.94294	66.12458	70.338898	74.165253	76.952301	70.3172	80.371605	70.085915	69.551636	67.33699	69.446404
SNP239	1	54010647	59.763176	70.233253	64.270462	62.793896	59.479305	60.734463	65.551888	55.008408	66.912849	49.323551	74.581322	62.025627	63.729828	55.101833	69.211258
SNP240	1	54111818	57.735703	71.013916	64.363693	63.179329	59.718891	61.488319	66.063194	58.572746	73.370399	53.457722	76.689911	61.86359	66.483086	56.339718	69.137161
SNP241	1	54316476	72.234612	74.151031	67.416237	65.038574	63.56781	66.099937	72.834396	74.612511	81.949997	70.090195	79.423698	69.716751	70.074646	67.051666	65.376663
SNP242	1	54476529	70.763786	74.57914	69.647484	66.868347	62.562542	66.794815	72.191742	74.941566	83.201401	70.004364	79.946556	72.079292	74.085648	71.230225	67.129059
SNP243	1	54866618	72.341637	67.896004	63.341915	59.05761	58.683338	63.077801	66.487389	67.232864	71.566086	74.174629	69.303749	73.741905	65.773613	64.743347	68.688927
SNP244	1	54880945	73.222298	68.038315	63.663052	59.403301	58.566463	63.216549	66.667938	67.22596	71.665634	74.954834	69.148384	74.049446	65.637711	65.203224	68.349808
SNP245	1	54988896	73.934036	65.888268	62.128815	59.684006	55.859585	61.643631	65.164574	64.671341	72.758186	74.706741	66.971313	72.025642	64.554726	67.038658	67.667297
SNP246	1	55090627	63.224228	63.001793	59.906227	56.704704	52.564224	59.498165	63.726685	61.275459	71.234573	65.729637	63.416721	67.419815	63.379246	65.268944	68.838081
SNP247	1	55281490	63.305866	67.915878	62.511307	62.053497	50.623432	59.620544	64.499306	66.433762	74.237984	60.462879	67.299751	63.048492	68.417679	70.918358	67.121025
SNP248	1	55282671	63.420841	67.969971	62.522522	62.025597	50.608234	59.587696	64.476387	66.553413	74.271652	60.485554	67.379845	63.058453	68.471581	70.966576	67.065231
SNP249	1	55648425	60.711964	69.546898	63.245403	58.524815	47.148884	53.314861	63.671974	70.885246	68.774841	60.754166	70.411537	67.996788	62.41515	64.426987	60.863129
SNP250	1	55913726	31.088625	68.356651	51.239681	50.744965	38.820824	44.854473	50.399567	64.374702	57.027893	64.131813	72.771797	58.475109	47.102737	48.241596	54.404594
SNP251	1	56491198	28.750746	52.06311	27.625507	45.897236	32.62471	38.036381	36.585655	51.957825	58.123085	45.044624	57.84726	29.525034	24.966913	32.960697	49.648609
SNP252	1	56632964	40.519234	51.556751	28.764772	46.894531	37.129116	41.099701	39.17989	48.939278	67.618874	47.950901	57.69191	28.747255	26.885948	30.093891	51.871994
SNP253	1	56852472	59.411957	48.398815	31.317137	49.340683	43.62484	47.990856	35.185402	51.329449	79.7052	62.336491	55.73465	30.783649	36.419975	38.863949	53.412083
SNP254	1	57009803	64.399101	51.91293	34.300743	52.055023	46.041145	50.145721	37.346455	60.466831	80.37191	62.477428	53.281689	31.445078	35.661537	39.691662	54.172207
SNP255	1	57301533	40.70245	57.690014	23.746031	41.550446	35.278618	35.445423	22.068796	47.548317	80.464523	35.206558	41.118557	32.800453	23.779205	35.691021	49.1912
SNP256	1	57577691	44.512184	46.147633	16.801552	30.205667	28.210245	26.71895	15.692698	31.415218	73.808372	16.182228	25.207367	35.004314	17.213755	42.648693	43.176975
SNP257	1	57905199	53.314754	41.538311	16.481922	24.165333	25.123795	21.342159	13.893335	43.970127	52.561237	15.730562	32.378269	27.638214	13.748391	32.67873	37.678749
SNP258	1	58202082	56.516178	36.101383	23.160387	26.923531	32.509628	25.049992	18.73798	34.755806	36.548744	17.2759	20.275553	31.681837	16.524004	45.46727	34.146759
SNP259	1	58626983	62.488724	41.527802	43.079105	43.424835	45.833115	40.860718	39.339581	29.769405	40.875793	29.811771	30.511747	36.384293	29.916595	37.410141	38.270149
SNP260	1	58858174	52.2808	59.507454	58.492611	49.141975	53.211231	52.348534	55.017906	45.476643	49.930462	54.17915	50.985016	47.712105	43.315838	51.09306	42.638569
SNP261	1	58929699	52.926491	62.529297	61.630871	52.512798	56.143269	56.666382	60.516396	53.182961	53.9412	62.688606	59.065838	48.638481	49.886406	57.194527	44.620728
SNP262	1	59348021	54.769184	75.139923	66.615982	56.417343	62.360214	66.719757	65.792953	68.224129	65.629936	78.060883	79.623405	64.169273	49.416935	71.519043	50.83012
SNP263	1	59731603	48.611626	67.519051	59.989861	55.375088	63.75198	63.975208	60.568665	48.835213	72.440849	62.785049	69.09655	55.265617	38.415668	61.639908	49.561211
SNP264	1	60264708	43.926678	57.771431	47.23539	45.414585	55.540302	59.558479	48.333607	41.319473	72.366249	55.335026	62.341774	42.891945	44.813454	55.819263	54.490376
SNP265	1	60306875	39.957447	54.094322	45.520317	44.150768	55.06802	58.799595	47.275593	39.506332	70.794342	52.018299	59.747013	43.407269	45.267456	54.768803	54.470993
SNP266	1	60607571	19.96896	44.989555	28.284876	30.057724	42.021626	41.667469	30.12874	17.020651	54.337387	39.863308	30.055223	37.601891	28.265696	32.242054	54.493134
SNP267	1	61095873	27.171366	23.456287	18.063234	21.015493	24.980734	23.263029	17.892609	24.0476	50.638325	51.371544	11.074458	51.018238	21.706997	34.887535	58.595779
SNP268	1	61446842	66.806473	50.462532	27.647636	31.865559	32.588436	32.593067	29.911285	65.422813	77.127373	71.89183	31.772232	73.614937	37.220181	67.810219	60.963051
SNP269	1	61592686	69.201691	47.090508	34.867676	37.394623	36.31699	35.947151	36.462769	71.339539	76.861572	72.271332	31.871307	73.321144	40.365723	68.162514	60.936165
SNP270	1	61908401	58.297321	43.892258	43.706253	48.023098	51.648243	50.129711	50.259895	63.050079	66.367775	55.277943	22.625463	61.513149	52.592388	65.700119	62.826153
SNP271	1	62012795	58.65345	50.180599	42.459782	51.267059	57.951298	55.377888	54.887257	64.012001	70.488464	55.775928	29.115889	58.399704	60.24707	68.933533	62.899517
